ORDERNUMBER,QUANTITYORDERED,PRICEEACH,STATUS,PRODUCTLINE,PRODUCTCODE,COUNTRY
10419,38,100,Shipped,Classic Cars,S18_1129,Austria
10102,39,100,Shipped,Vintage Cars,S18_1342,USA
10111,33,99.66,Shipped,Vintage Cars,S18_1342,USA
10125,32,100,Shipped,Vintage Cars,S18_1342,Australia
10139,31,100,Shipped,Vintage Cars,S18_1342,Australia
10149,50,100,Shipped,Vintage Cars,S18_1342,USA
10162,48,91.44,Shipped,Vintage Cars,S18_1342,USA
10173,43,100,Shipped,Vintage Cars,S18_1342,Italy
10182,25,87.33,Shipped,Vintage Cars,S18_1342,USA
10193,28,100,Shipped,Vintage Cars,S18_1342,Australia
10205,36,100,Shipped,Vintage Cars,S18_1342,Spain
10215,27,89.38,Shipped,Vintage Cars,S18_1342,USA
10227,25,100,Shipped,Vintage Cars,S18_1342,France
10244,40,100,Shipped,Vintage Cars,S18_1342,Spain
10256,34,95.55,Shipped,Vintage Cars,S18_1342,Denmark
10280,50,100,Shipped,Vintage Cars,S18_1342,Italy
10289,38,100,Shipped,Vintage Cars,S18_1342,Norway
10304,37,95.55,Shipped,Vintage Cars,S18_1342,France
10312,43,89.38,Shipped,Vintage Cars,S18_1342,USA
10322,43,86.3,Shipped,Vintage Cars,S18_1342,USA
10332,46,95.13,Shipped,Vintage Cars,S18_1342,UK
10346,42,36.11,Shipped,Vintage Cars,S18_1342,USA
10356,50,50.18,Shipped,Vintage Cars,S18_1342,France
10369,44,100,Shipped,Vintage Cars,S18_1342,USA
10380,27,93.16,Shipped,Vintage Cars,S18_1342,Spain
10391,35,100,Shipped,Vintage Cars,S18_1342,Australia
10422,51,95.55,In Process,Vintage Cars,S18_1342,USA
10102,41,50.14,Shipped,Vintage Cars,S18_1367,USA
10111,48,49.06,Shipped,Vintage Cars,S18_1367,USA
10126,42,54.99,Shipped,Vintage Cars,S18_1367,Spain
10139,49,43.13,Shipped,Vintage Cars,S18_1367,Australia
10149,30,58.22,Shipped,Vintage Cars,S18_1367,USA
10162,45,51.21,Shipped,Vintage Cars,S18_1367,USA
10173,48,44.21,Shipped,Vintage Cars,S18_1367,Italy
10182,32,54.45,Shipped,Vintage Cars,S18_1367,USA
10193,46,53.37,Shipped,Vintage Cars,S18_1367,Australia
10205,48,63.61,Shipped,Vintage Cars,S18_1367,Spain
10215,33,43.13,Shipped,Vintage Cars,S18_1367,USA
10227,31,48.52,Shipped,Vintage Cars,S18_1367,France
10244,20,58.22,Shipped,Vintage Cars,S18_1367,Spain
10256,29,51.75,Shipped,Vintage Cars,S18_1367,Denmark
10280,27,57.68,Shipped,Vintage Cars,S18_1367,Italy
10289,24,56.07,Shipped,Vintage Cars,S18_1367,Norway
10304,37,48.52,Shipped,Vintage Cars,S18_1367,France
10312,25,44.21,Shipped,Vintage Cars,S18_1367,USA
10322,41,57.68,Shipped,Vintage Cars,S18_1367,USA
10332,27,89.89,Shipped,Vintage Cars,S18_1367,UK
10347,21,58.95,Shipped,Vintage Cars,S18_1367,Australia
10356,22,72.41,Shipped,Vintage Cars,S18_1367,France
10369,32,98.63,Shipped,Vintage Cars,S18_1367,USA
10381,25,52.83,Shipped,Vintage Cars,S18_1367,USA
10391,42,100,Shipped,Vintage Cars,S18_1367,Australia
10422,25,51.75,In Process,Vintage Cars,S18_1367,USA
10110,37,100,Shipped,Classic Cars,S18_1589,UK
10123,26,100,Shipped,Classic Cars,S18_1589,France
10137,44,99.55,Shipped,Classic Cars,S18_1589,France
10148,47,100,Shipped,Classic Cars,S18_1589,Australia
10161,43,100,Shipped,Classic Cars,S18_1589,Denmark
10172,42,100,Shipped,Classic Cars,S18_1589,USA
10181,42,100,Shipped,Classic Cars,S18_1589,Norway
10192,29,100,Shipped,Classic Cars,S18_1589,USA
10204,40,100,Shipped,Classic Cars,S18_1589,USA
10212,38,100,Shipped,Classic Cars,S18_1589,Spain
10226,38,100,Shipped,Classic Cars,S18_1589,USA
10241,21,100,Shipped,Classic Cars,S18_1589,France
10253,24,100,Cancelled,Classic Cars,S18_1589,UK
10266,36,100,Shipped,Classic Cars,S18_1589,Italy
10278,23,100,Shipped,Classic Cars,S18_1589,USA
10288,20,100,Shipped,Classic Cars,S18_1589,Singapore
10301,32,100,Shipped,Classic Cars,S18_1589,Norway
10311,29,100,Shipped,Classic Cars,S18_1589,Spain
10321,44,100,Shipped,Classic Cars,S18_1589,USA
10331,44,100,Shipped,Classic Cars,S18_1589,USA
10343,36,100,Shipped,Classic Cars,S18_1589,France
10367,49,56.3,Resolved,Classic Cars,S18_1589,USA
10378,34,42.64,Shipped,Classic Cars,S18_1589,Spain
10407,59,100,On Hold,Classic Cars,S18_1589,USA
10419,37,100,Shipped,Classic Cars,S18_1589,Austria
10106,36,100,Shipped,Planes,S18_1662,Italy
10119,43,,Shipped,Planes,S18_1662,Austria
10131,21,100,Shipped,Planes,S18_1662,USA
10143,32,100,Shipped,Planes,S18_1662,USA
10155,38,100,Shipped,Planes,S18_1662,Finland
10167,43,100,Cancelled,Planes,S18_1662,Sweden
10178,42,100,Shipped,Planes,S18_1662,France
10186,32,100,Shipped,Planes,S18_1662,UK
10198,42,100,Shipped,Planes,S18_1662,Philippines
10210,31,100,Shipped,Planes,S18_1662,Japan
10222,49,100,Shipped,Planes,S18_1662,USA
10250,45,100,Shipped,Planes,S18_1662,USA
10262,49,100,Cancelled,Planes,S18_1662,Spain
10274,41,100,Shipped,Planes,S18_1662,USA
10284,45,100,Shipped,Planes,S18_1662,Norway
10296,36,100,Shipped,Planes,S18_1662,Germany
10307,39,100,Shipped,Planes,S18_1662,USA
10316,27,100,Shipped,Planes,S18_1662,UK
10327,25,100,Resolved,Planes,S18_1662,Denmark
10338,41,100,Shipped,Planes,S18_1662,Belgium
10351,39,99.52,Shipped,Planes,S18_1662,UK
10373,28,57.55,Shipped,Planes,S18_1662,Finland
10386,25,54.57,Resolved,Planes,S18_1662,Spain
10398,33,100,Shipped,Planes,S18_1662,France
10400,34,100,Shipped,Planes,S18_1662,USA
10416,24,100,Shipped,Planes,S18_1662,Italy
10100,30,100,Shipped,Vintage Cars,S18_1749,USA
10110,42,100,Shipped,Vintage Cars,S18_1749,UK
10124,21,100,Shipped,Vintage Cars,S18_1749,USA
10149,34,100,Shipped,Vintage Cars,S18_1749,USA
10162,29,100,Shipped,Vintage Cars,S18_1749,USA
10173,24,100,Shipped,Vintage Cars,S18_1749,Italy
10182,44,100,Shipped,Vintage Cars,S18_1749,USA
10193,21,100,Shipped,Vintage Cars,S18_1749,Australia
10204,33,100,Shipped,Vintage Cars,S18_1749,USA
10214,30,100,Shipped,Vintage Cars,S18_1749,Spain
10227,26,100,Shipped,Vintage Cars,S18_1749,France
10241,41,100,Shipped,Vintage Cars,S18_1749,France
10280,26,100,Shipped,Vintage Cars,S18_1749,Italy
10288,32,100,Shipped,Vintage Cars,S18_1749,Singapore
10302,43,100,Shipped,Vintage Cars,S18_1749,UK
10312,48,100,Shipped,Vintage Cars,S18_1749,USA
10331,44,74.04,Shipped,Vintage Cars,S18_1749,USA
10344,45,100,Shipped,Vintage Cars,S18_1749,France
10367,37,100,Resolved,Vintage Cars,S18_1749,USA
10379,39,100,Shipped,Vintage Cars,S18_1749,Spain
10407,76,100,On Hold,Vintage Cars,S18_1749,USA
10420,37,100,In Process,Vintage Cars,S18_1749,Australia
10108,38,82.39,Shipped,Classic Cars,S18_1889,Philippines
10122,43,72.38,Shipped,Classic Cars,S18_1889,France
10135,48,79.31,Shipped,Classic Cars,S18_1889,USA
10147,26,82.39,Shipped,Classic Cars,S18_1889,USA
10160,38,88.55,Shipped,Classic Cars,S18_1889,USA
10170,20,63.14,Shipped,Classic Cars,S18_1889,Austria
10181,22,73.92,Shipped,Classic Cars,S18_1889,Norway
10192,45,90.86,Shipped,Classic Cars,S18_1889,USA
10203,45,85.47,Shipped,Classic Cars,S18_1889,Spain
10212,20,66.99,Shipped,Classic Cars,S18_1889,Spain
10225,47,64.68,Shipped,Classic Cars,S18_1889,Switzerland
10239,46,73.92,Shipped,Classic Cars,S18_1889,Finland
10253,23,83.93,Cancelled,Classic Cars,S18_1889,UK
10266,33,74.69,Shipped,Classic Cars,S18_1889,Italy
10278,29,90.86,Shipped,Classic Cars,S18_1889,USA
10287,44,82.39,Shipped,Classic Cars,S18_1889,Switzerland
10300,41,92.4,Shipped,Classic Cars,S18_1889,Germany
10310,20,91.63,Shipped,Classic Cars,S18_1889,Germany
10321,37,78.54,Shipped,Classic Cars,S18_1889,USA
10329,29,100,Shipped,Classic Cars,S18_1889,USA
10342,55,65.45,Shipped,Classic Cars,S18_1889,Australia
10363,22,100,Shipped,Classic Cars,S18_1889,Finland
10377,31,67.76,Shipped,Classic Cars,S18_1889,Finland
10389,49,79.22,Shipped,Classic Cars,S18_1889,Sweden
10405,61,73.92,Shipped,Classic Cars,S18_1889,France
10419,39,83.93,Shipped,Classic Cars,S18_1889,Austria
10109,38,100,Shipped,Classic Cars,S18_1984,USA
10122,31,100,Shipped,Classic Cars,S18_1984,France
10136,36,100,Shipped,Classic Cars,S18_1984,France
10148,25,100,Shipped,Classic Cars,S18_1984,Australia
10161,48,100,Shipped,Classic Cars,S18_1984,Denmark
10171,35,100,Shipped,Classic Cars,S18_1984,Canada
10181,21,100,Shipped,Classic Cars,S18_1984,Norway
10192,47,100,Shipped,Classic Cars,S18_1984,USA
10204,38,100,Shipped,Classic Cars,S18_1984,USA
10212,41,100,Shipped,Classic Cars,S18_1984,Spain
10226,24,100,Shipped,Classic Cars,S18_1984,USA
10240,37,100,Shipped,Classic Cars,S18_1984,Japan
10253,33,100,Cancelled,Classic Cars,S18_1984,UK
10266,49,100,Shipped,Classic Cars,S18_1984,Italy
10278,29,100,Shipped,Classic Cars,S18_1984,USA
10287,24,100,Shipped,Classic Cars,S18_1984,Switzerland
10301,47,100,Shipped,Classic Cars,S18_1984,Norway
10310,24,,Shipped,Classic Cars,S18_1984,Germany
10321,25,100,Shipped,Classic Cars,S18_1984,USA
10331,30,32.47,Shipped,Classic Cars,S18_1984,USA
10342,22,100,Shipped,Classic Cars,S18_1984,Australia
10356,27,64.69,Shipped,Classic Cars,S18_1984,France
10366,34,100,Shipped,Classic Cars,S18_1984,Belgium
10377,36,100,Shipped,Classic Cars,S18_1984,Finland
10390,34,43.05,Shipped,Classic Cars,S18_1984,USA
10406,48,100,Disputed,Classic Cars,S18_1984,Denmark
10419,34,100,Shipped,Classic Cars,S18_1984,Austria
10104,24,100,Shipped,Classic Cars,S18_2238,Spain
10115,46,100,Shipped,Classic Cars,S18_2238,USA
10127,45,100,Shipped,Classic Cars,S18_2238,USA
10141,39,100,Shipped,Classic Cars,S18_2238,Finland
10151,43,100,Shipped,Classic Cars,S18_2238,Finland
10151,43,100,Shipped,Classic Cars,S18_2238,Finland
10165,29,100,Shipped,Classic Cars,S18_2238,Singapore
10176,20,100,Shipped,Classic Cars,S18_2238,Italy
10184,46,100,Shipped,Classic Cars,S18_2238,Spain
10195,27,100,Shipped,Classic Cars,S18_2238,USA
10207,44,100,Shipped,Classic Cars,S18_2238,USA
10219,43,100,Shipped,Classic Cars,S18_2238,USA
10230,49,100,Shipped,Classic Cars,S18_2238,Germany
10246,40,100,Shipped,Classic Cars,S18_2238,Spain
10259,30,100,Shipped,Classic Cars,S18_2238,Singapore
10271,50,100,Shipped,Classic Cars,S18_2238,USA
10282,23,100,Shipped,Classic Cars,S18_2238,USA
10292,26,100,Shipped,Classic Cars,S18_2238,USA
10305,27,100,Shipped,Classic Cars,S18_2238,USA
10314,42,100,Shipped,Classic Cars,S18_2238,Denmark
10324,47,100,Shipped,Classic Cars,S18_2238,USA
10336,49,100,Shipped,Classic Cars,S18_2238,France
10349,38,100,Shipped,Classic Cars,S18_2238,USA
10358,20,100,Shipped,Classic Cars,S18_2238,Spain
10371,25,100,Shipped,Classic Cars,S18_2238,USA
10382,25,88,Shipped,Classic Cars,S18_2238,USA
10412,41,100,Shipped,Classic Cars,S18_2238,Spain
10425,28,,In Process,Classic Cars,S18_2238,France
10100,50,67.8,Shipped,Vintage Cars,S18_2248,USA
10110,32,50.25,Shipped,Vintage Cars,S18_2248,UK
10124,42,53.88,Shipped,Vintage Cars,S18_2248,USA
10149,24,62.36,Shipped,Vintage Cars,S18_2248,USA
10162,27,69.62,Shipped,Vintage Cars,S18_2248,USA
10173,26,57.51,Shipped,Vintage Cars,S18_2248,Italy
10182,38,61.15,Shipped,Vintage Cars,S18_2248,USA
10193,42,59.33,Shipped,Vintage Cars,S18_2248,Australia
10204,23,71.44,Shipped,Vintage Cars,S18_2248,USA
10214,21,62.96,Shipped,Vintage Cars,S18_2248,Spain
10227,28,50.85,Shipped,Vintage Cars,S18_2248,France
10241,33,72.65,Shipped,Vintage Cars,S18_2248,France
10280,25,62.96,Shipped,Vintage Cars,S18_2248,Italy
10288,28,61.75,Shipped,Vintage Cars,S18_2248,Singapore
10303,46,49.04,Shipped,Vintage Cars,S18_2248,Spain
10312,30,61.15,Shipped,Vintage Cars,S18_2248,USA
10332,38,84.25,Shipped,Vintage Cars,S18_2248,UK
10344,40,56.91,Shipped,Vintage Cars,S18_2248,France
10367,45,100,Resolved,Vintage Cars,S18_2248,USA
10379,27,49.3,Shipped,Vintage Cars,S18_2248,Spain
10407,42,72.65,On Hold,Vintage Cars,S18_2248,USA
10420,36,63.57,In Process,Vintage Cars,S18_2248,Australia
10104,29,100,Shipped,Trucks and Buses,S18_2319,Spain
10114,39,100,Shipped,Trucks and Buses,S18_2319,France
10127,45,100,Shipped,Trucks and Buses,S18_2319,USA
10141,47,100,Shipped,Trucks and Buses,S18_2319,Finland
10151,49,100,Shipped,Trucks and Buses,S18_2319,Finland
10165,46,100,Shipped,Trucks and Buses,S18_2319,Singapore
10175,48,100,Shipped,Trucks and Buses,S18_2319,UK
10184,46,100,Shipped,Trucks and Buses,S18_2319,Spain
10195,35,100,Shipped,Trucks and Buses,S18_2319,USA
10207,43,100,Shipped,Trucks and Buses,S18_2319,USA
10229,26,100,Shipped,Trucks and Buses,S18_2319,USA
10246,22,98.18,Shipped,Trucks and Buses,S18_2319,Spain
10259,34,99.41,Shipped,Trucks and Buses,S18_2319,Singapore
10271,50,100,Shipped,Trucks and Buses,S18_2319,USA
10281,48,100,Shipped,Trucks and Buses,S18_2319,USA
10292,41,100,Shipped,Trucks and Buses,S18_2319,USA
10305,36,100,Shipped,Trucks and Buses,S18_2319,USA
10313,29,100,Shipped,Trucks and Buses,S18_2319,Canada
10324,33,37.48,Shipped,Trucks and Buses,S18_2319,USA
10334,46,100,On Hold,Trucks and Buses,S18_2319,Sweden
10349,38,100,Shipped,Trucks and Buses,S18_2319,USA
10358,20,36.42,Shipped,Trucks and Buses,S18_2319,Spain
10370,22,100,Shipped,Trucks and Buses,S18_2319,Australia
10383,27,100,Shipped,Trucks and Buses,S18_2319,Spain
10412,56,98.18,Shipped,Trucks and Buses,S18_2319,Spain
10425,38,99.41,In Process,Trucks and Buses,S18_2319,France
10101,25,100,Shipped,Vintage Cars,S18_2325,Germany
10110,33,100,Shipped,Vintage Cars,S18_2325,UK
10124,42,100,Shipped,Vintage Cars,S18_2325,USA
10149,33,100,Shipped,Vintage Cars,S18_2325,USA
10162,38,100,Shipped,Vintage Cars,S18_2325,USA
10173,31,100,Shipped,Vintage Cars,S18_2325,Italy
10182,20,100,Shipped,Vintage Cars,S18_2325,USA
10193,44,100,Shipped,Vintage Cars,S18_2325,Australia
10204,26,100,Shipped,Vintage Cars,S18_2325,USA
10214,27,100,Shipped,Vintage Cars,S18_2325,Spain
10227,46,100,Shipped,Vintage Cars,S18_2325,France
10243,47,100,Shipped,Vintage Cars,S18_2325,USA
10280,37,100,Shipped,Vintage Cars,S18_2325,Italy
10288,31,100,Shipped,Vintage Cars,S18_2325,Singapore
10304,24,100,Shipped,Vintage Cars,S18_2325,France
10312,31,100,Shipped,Vintage Cars,S18_2325,USA
10322,50,100,Shipped,Vintage Cars,S18_2325,USA
10332,35,64.69,Shipped,Vintage Cars,S18_2325,UK
10344,30,100,Shipped,Vintage Cars,S18_2325,France
10356,29,100,Shipped,Vintage Cars,S18_2325,France
10367,27,100,Resolved,Vintage Cars,S18_2325,USA
10380,40,100,Shipped,Vintage Cars,S18_2325,Spain
10390,31,98.99,Shipped,Vintage Cars,S18_2325,USA
10409,6,100,Shipped,Vintage Cars,S18_2325,Singapore
10420,45,100,In Process,Vintage Cars,S18_2325,Australia
10103,22,54.09,Shipped,Trucks and Buses,S18_2432,Norway
10114,45,68.67,Shipped,Trucks and Buses,S18_2432,France
10126,43,65.02,Shipped,Trucks and Buses,S18_2432,Spain
10140,46,61.99,Shipped,Trucks and Buses,S18_2432,USA
10151,39,69.28,Shipped,Trucks and Buses,S18_2432,Finland
10165,31,71.1,Shipped,Trucks and Buses,S18_2432,Singapore
10175,41,69.28,Shipped,Trucks and Buses,S18_2432,UK
10184,44,60.16,Shipped,Trucks and Buses,S18_2432,Spain
10194,45,70.49,Shipped,Trucks and Buses,S18_2432,France
10207,37,69.89,Shipped,Trucks and Buses,S18_2432,USA
10217,35,61.38,Shipped,Trucks and Buses,S18_2432,Singapore
10229,28,59.55,Shipped,Trucks and Buses,S18_2432,USA
10246,30,61.99,Shipped,Trucks and Buses,S18_2432,Spain
10259,30,49.22,Shipped,Trucks and Buses,S18_2432,Singapore
10271,25,69.28,Shipped,Trucks and Buses,S18_2432,USA
10281,29,57.73,Shipped,Trucks and Buses,S18_2432,USA
10291,26,57.73,Shipped,Trucks and Buses,S18_2432,Sweden
10305,41,53.48,Shipped,Trucks and Buses,S18_2432,USA
10313,34,52.87,Shipped,Trucks and Buses,S18_2432,Canada
10322,35,61.21,Shipped,Trucks and Buses,S18_2432,USA
10334,34,61.38,On Hold,Trucks and Buses,S18_2432,Sweden
10347,50,100,Shipped,Trucks and Buses,S18_2432,Australia
10357,41,61.99,Shipped,Trucks and Buses,S18_2432,USA
10370,22,96.86,Shipped,Trucks and Buses,S18_2432,Australia
10381,35,48.62,Shipped,Trucks and Buses,S18_2432,USA
10391,44,38.5,Shipped,Trucks and Buses,S18_2432,Australia
10412,47,61.99,Shipped,Trucks and Buses,S18_2432,Spain
10425,19,49.22,In Process,Trucks and Buses,S18_2432,France
10106,34,90.39,Shipped,Planes,S18_2581,Italy
10120,29,71.81,Shipped,Planes,S18_2581,Australia
10133,49,69.27,Shipped,Planes,S18_2581,Spain
10145,30,85.32,Shipped,Planes,S18_2581,USA
10168,21,70.96,Shipped,Planes,S18_2581,USA
10210,50,76.88,Shipped,Planes,S18_2581,Japan
10223,47,100,Shipped,Planes,S18_2581,Australia
10235,24,76.03,Shipped,Planes,S18_2581,Canada
10250,27,98.84,Shipped,Planes,S18_2581,USA
10263,33,86.17,Shipped,Planes,S18_2581,USA
10275,35,90.39,Shipped,Planes,S18_2581,France
10284,31,71.81,Shipped,Planes,S18_2581,Norway
10297,25,82.79,Shipped,Planes,S18_2581,Ireland
10308,27,82.79,Shipped,Planes,S18_2581,USA
10318,31,100,Shipped,Planes,S18_2581,USA
10327,45,100,Resolved,Planes,S18_2581,Denmark
10339,27,100,Shipped,Planes,S18_2581,Japan
10353,27,100,Shipped,Planes,S18_2581,USA
10374,42,69.27,Shipped,Planes,S18_2581,Australia
10386,21,74.77,Resolved,Planes,S18_2581,Spain
10398,34,76.88,Shipped,Planes,S18_2581,France
10401,42,76.03,On Hold,Planes,S18_2581,USA
10416,15,98.84,Shipped,Planes,S18_2581,Italy
10107,29,70.87,Shipped,Motorcycles,S18_2625,USA
10120,46,58.15,Shipped,Motorcycles,S18_2625,Australia
10120,46,58.15,Shipped,Motorcycles,S18_2625,Australia
10134,30,61.78,Shipped,Motorcycles,S18_2625,France
10145,30,49.67,Shipped,Motorcycles,S18_2625,USA
10159,42,51.48,Shipped,Motorcycles,S18_2625,USA
10168,46,61.18,Shipped,Motorcycles,S18_2625,USA
10180,25,64.2,Shipped,Motorcycles,S18_2625,France
10188,32,65.42,Shipped,Motorcycles,S18_2625,Norway
10201,30,64.81,Shipped,Motorcycles,S18_2625,USA
10210,40,49.67,Shipped,Motorcycles,S18_2625,Japan
10223,28,60.57,Shipped,Motorcycles,S18_2625,Australia
10236,23,55.72,Shipped,Motorcycles,S18_2625,USA
10251,29,61.18,Shipped,Motorcycles,S18_2625,USA
10263,34,58.75,Shipped,Motorcycles,S18_2625,USA
10275,37,63.6,Shipped,Motorcycles,S18_2625,France
10285,20,49.06,Shipped,Motorcycles,S18_2625,USA
10298,32,48.46,Shipped,Motorcycles,S18_2625,France
10308,34,52.09,Shipped,Motorcycles,S18_2625,USA
10318,42,52.7,Shipped,Motorcycles,S18_2625,USA
10329,38,100,Shipped,Motorcycles,S18_2625,USA
10339,30,62.16,Shipped,Motorcycles,S18_2625,Japan
10362,23,49.67,Shipped,Motorcycles,S18_2625,USA
10374,22,53.3,Shipped,Motorcycles,S18_2625,Australia
10389,39,100,Shipped,Motorcycles,S18_2625,Sweden
10402,55,55.72,Shipped,Motorcycles,S18_2625,France
10417,36,61.18,Disputed,Motorcycles,S18_2625,Spain
10101,26,100,Shipped,Vintage Cars,S18_2795,Germany
10110,31,100,Shipped,Vintage Cars,S18_2795,UK
10125,34,100,Shipped,Vintage Cars,S18_2795,Australia
10139,41,100,Shipped,Vintage Cars,S18_2795,Australia
10149,23,100,Shipped,Vintage Cars,S18_2795,USA
10162,48,100,Shipped,Vintage Cars,S18_2795,USA
10173,22,100,Shipped,Vintage Cars,S18_2795,Italy
10182,21,100,Shipped,Vintage Cars,S18_2795,USA
10193,22,100,Shipped,Vintage Cars,S18_2795,Australia
10205,40,100,Shipped,Vintage Cars,S18_2795,Spain
10214,50,100,Shipped,Vintage Cars,S18_2795,Spain
10227,29,100,Shipped,Vintage Cars,S18_2795,France
10244,43,100,Shipped,Vintage Cars,S18_2795,Spain
10255,24,100,Shipped,Vintage Cars,S18_2795,France
10280,22,100,Shipped,Vintage Cars,S18_2795,Italy
10289,43,100,Shipped,Vintage Cars,S18_2795,Norway
10304,20,100,Shipped,Vintage Cars,S18_2795,France
10312,25,100,Shipped,Vintage Cars,S18_2795,USA
10322,36,100,Shipped,Vintage Cars,S18_2795,USA
10332,24,52.67,Shipped,Vintage Cars,S18_2795,UK
10347,21,100,Shipped,Vintage Cars,S18_2795,Australia
10356,30,100,Shipped,Vintage Cars,S18_2795,France
10367,32,94.79,Resolved,Vintage Cars,S18_2795,USA
10380,21,47.18,Shipped,Vintage Cars,S18_2795,Spain
10390,26,78.11,Shipped,Vintage Cars,S18_2795,USA
10421,35,100,In Process,Vintage Cars,S18_2795,USA
10109,26,100,Shipped,Classic Cars,S18_2870,USA
10123,46,100,Shipped,Classic Cars,S18_2870,France
10137,37,100,Shipped,Classic Cars,S18_2870,France
10148,27,100,Shipped,Classic Cars,S18_2870,Australia
10161,23,100,Shipped,Classic Cars,S18_2870,Denmark
10172,39,100,Shipped,Classic Cars,S18_2870,USA
10181,27,100,Shipped,Classic Cars,S18_2870,Norway
10192,38,100,Shipped,Classic Cars,S18_2870,USA
10204,27,100,Shipped,Classic Cars,S18_2870,USA
10212,40,100,Shipped,Classic Cars,S18_2870,Spain
10226,24,100,Shipped,Classic Cars,S18_2870,USA
10241,44,100,Shipped,Classic Cars,S18_2870,France
10253,37,100,Cancelled,Classic Cars,S18_2870,UK
10266,20,100,Shipped,Classic Cars,S18_2870,Italy
10278,39,100,Shipped,Classic Cars,S18_2870,USA
10287,44,100,Shipped,Classic Cars,S18_2870,Switzerland
10301,22,100,Shipped,Classic Cars,S18_2870,Norway
10311,43,100,Shipped,Classic Cars,S18_2870,Spain
10321,27,100,Shipped,Classic Cars,S18_2870,USA
10331,26,64.9,Shipped,Classic Cars,S18_2870,USA
10343,25,52.32,Shipped,Classic Cars,S18_2870,France
10366,49,100,Shipped,Classic Cars,S18_2870,Belgium
10379,29,100,Shipped,Classic Cars,S18_2870,Spain
10379,29,100,Shipped,Classic Cars,S18_2870,Spain
10407,41,100,On Hold,Classic Cars,S18_2870,USA
10419,55,100,Shipped,Classic Cars,S18_2870,Austria
10103,27,83.07,Shipped,Vintage Cars,S18_2949,Norway
10112,23,100,Shipped,Vintage Cars,S18_2949,Sweden
10126,31,90.17,Shipped,Vintage Cars,S18_2949,Spain
10139,46,100,Shipped,Vintage Cars,S18_2949,Australia
10150,47,91.18,Shipped,Vintage Cars,S18_2949,Singapore
10163,31,100,Shipped,Vintage Cars,S18_2949,USA
10174,46,100,Shipped,Vintage Cars,S18_2949,Australia
10183,37,89.15,Shipped,Vintage Cars,S18_2949,USA
10193,28,93.21,Shipped,Vintage Cars,S18_2949,Australia
10206,37,90.17,Shipped,Vintage Cars,S18_2949,Canada
10215,49,100,Shipped,Vintage Cars,S18_2949,USA
10228,24,100,Shipped,Vintage Cars,S18_2949,USA
10244,30,100,Shipped,Vintage Cars,S18_2949,Spain
10257,50,88.14,Shipped,Vintage Cars,S18_2949,USA
10270,31,96.24,Shipped,Vintage Cars,S18_2949,Australia
10280,46,100,Shipped,Vintage Cars,S18_2949,Italy
10291,47,100,Shipped,Vintage Cars,S18_2949,Sweden
10304,46,100,Shipped,Vintage Cars,S18_2949,France
10312,37,100,Shipped,Vintage Cars,S18_2949,USA
10322,33,100,Shipped,Vintage Cars,S18_2949,USA
10333,31,90.17,Shipped,Vintage Cars,S18_2949,USA
10347,48,100,Shipped,Vintage Cars,S18_2949,Australia
10357,41,87.13,Shipped,Vintage Cars,S18_2949,USA
10369,42,100,Shipped,Vintage Cars,S18_2949,USA
10381,41,100,Shipped,Vintage Cars,S18_2949,USA
10391,32,45.25,Shipped,Vintage Cars,S18_2949,Australia
10423,10,88.14,In Process,Vintage Cars,S18_2949,Belgium
10103,35,57.46,Shipped,Vintage Cars,S18_2957,Norway
10111,28,64.33,Shipped,Vintage Cars,S18_2957,USA
10126,46,73.7,Shipped,Vintage Cars,S18_2957,Spain
10139,20,71.2,Shipped,Vintage Cars,S18_2957,Australia
10150,30,49.97,Shipped,Vintage Cars,S18_2957,Singapore
10163,48,69.96,Shipped,Vintage Cars,S18_2957,USA
10173,28,53.72,Shipped,Vintage Cars,S18_2957,Italy
10183,39,68.08,Shipped,Vintage Cars,S18_2957,USA
10193,24,51.84,Shipped,Vintage Cars,S18_2957,Australia
10206,28,67.46,Shipped,Vintage Cars,S18_2957,Canada
10215,31,58.71,Shipped,Vintage Cars,S18_2957,USA
10228,45,63.71,Shipped,Vintage Cars,S18_2957,USA
10244,24,58.09,Shipped,Vintage Cars,S18_2957,Spain
10257,49,53.72,Shipped,Vintage Cars,S18_2957,USA
10269,32,63.08,Shipped,Vintage Cars,S18_2957,Austria
10280,43,68.71,Shipped,Vintage Cars,S18_2957,Italy
10291,37,50.59,Shipped,Vintage Cars,S18_2957,Sweden
10304,24,64.96,Shipped,Vintage Cars,S18_2957,France
10312,35,53.72,Shipped,Vintage Cars,S18_2957,USA
10322,41,29.87,Shipped,Vintage Cars,S18_2957,USA
10332,26,100,Shipped,Vintage Cars,S18_2957,UK
10347,34,64.96,Shipped,Vintage Cars,S18_2957,Australia
10357,49,70.58,Shipped,Vintage Cars,S18_2957,USA
10369,28,44.21,Shipped,Vintage Cars,S18_2957,USA
10381,40,68.08,Shipped,Vintage Cars,S18_2957,USA
10392,37,59.96,Shipped,Vintage Cars,S18_2957,Austria
10423,31,53.72,In Process,Vintage Cars,S18_2957,Belgium
10106,41,83.44,Shipped,Ships,S18_3029,Italy
10119,21,89.46,Shipped,Ships,S18_3029,Austria
10130,40,96.34,Shipped,Ships,S18_3029,USA
10143,46,74.84,Shipped,Ships,S18_3029,USA
10155,44,79.14,Shipped,Ships,S18_3029,Finland
